recommendation_id,elapsed_time,new_predicted_output,new_predicted_uncertainty,current_trained_hps,average_rmse,plasma_duration,precursor_dose_time,plasma_purge_time,ALD_purge_time,campaign_id
0t4vywbpn5zj9000w65yw9k88r,1.3887013999628834,0.06828544789811866,0.0012353472426452213,"[0.002511478371088619, 1.4999480122066693, 0.1970191304547808, 1.499965229715676, 1.308533309825301, 0.10487445472214811]",0.041784100516104886,9999.999044597564,1324.8480895246666,19999.998632835508,10.000669551998278,0t4vqs613hzwx000c4eqn02kwm
0t4vzbh1astyx000932an8ze4r,1.333148000005167,0.16747900243493258,0.001184146690546772,"[0.0023651371635183185, 1.4998214292776213, 0.2038397353800797, 1.499965106552278, 1.2835548689134155, 0.10515052179756276]",0.029538939156842466,9999.999966152269,7644.6647170175775,19999.993116228266,10.001415463375643,0t4vqs613hzwx000c4eqn02kwm
0t4vzx5fy9rfq000gyg5y7p1nr,1.487480300012976,0.14732130821471623,0.0011032562233818516,"[0.0022822060964250383, 1.4995550094146424, 0.1946125602042983, 1.4996592648894658, 1.316834892359255, 0.10496570391329735]",0.03566143906760944,9999.999690221648,7953.4656886354705,10.00224357448111,9999.996026652458,0t4vqs613hzwx000c4eqn02kwm
0t4w0exn3xsy1000cvxr2t35t4,1.3029376000049524,0.1131980627934821,0.001049831982872586,"[0.002374629001880506, 1.4996757478690208, 0.20098094628118124, 1.4997981173523096, 1.4983069309966837, 0.10680653565486414]",0.025539366869308404,9999.99928462886,2669.07109522497,10.004823373052323,10.006100245177338,0t4vqs613hzwx000c4eqn02kwm
0t4w0pszthvn1000ba90dand64,1.3823106000199914,0.11742573770853,0.0011538312658728002,"[0.0023944848471672848, 1.498890501686998, 0.1639586037476124, 1.499933906478974, 1.4980894017736466, 0.11068931883974527]",0.031184219138696682,100.00057241400424,2827.813886582795,19999.99387409213,10.00145886252147,0t4vqs613hzwx000c4eqn02kwm
0t4w12p9y9tpz0005rn515ekar,1.3882503000204451,0.1561782707412144,0.001022000345168046,"[0.002394558312334427, 1.49937890317106, 0.18282720599309044, 1.4999775277110015, 1.4994118424142933, 0.10857826185216266]",0.030400856401347816,100.00956183394787,8719.767978250877,19999.994756568467,10.000166796908854,0t4vqs613hzwx000c4eqn02kwm
0t4w1gwdfnw0s000qsezjjczb8,1.5854326999979094,0.15127074189247602,0.0009541071253384327,"[0.002329840758748503, 1.4997207753640693, 0.18162631627400327, 1.499964677152335, 1.499346420808679, 0.10917659788557213]",0.031197328574372386,9999.998545250792,6098.525424447128,19999.997323374315,10.00079824369923,0t4vqs613hzwx000c4eqn02kwm
0t4w21xds1rb3000hzwef6edjw,1.3636338000069372,0.026795274327778784,0.0009502623197260408,"[0.0022810774238396937, 1.499128637301666, 0.18765098176770167, 1.4997670582931062, 1.4982238277579012, 0.10766908320934514]",0.021068980798918627,100.00165226800411,100.00009821988961,10.006025979387191,10.002837307816069,0t4vqs613hzwx000c4eqn02kwm
0t4w24xm4xvsz000tphvqy68bm,1.426750999991782,0.10808226934945006,0.0009023196907696759,"[0.0021853551820143445, 1.499314198447136, 0.18171481724481764, 1.4995762789912832, 1.4999828311909158, 0.10658481186349836]",0.02881072329595332,9999.997341530443,1779.699895572682,10.015501990416544,9999.998946755599,0t4vqs613hzwx000c4eqn02kwm
0t4w2m8sh5w7k000a5q0gkpm60,1.4698563999845646,0.09174296945657746,0.0008922651242206542,"[0.0021280996708524895, 1.499916685611357, 0.16874837623923644, 1.4993175310595126, 1.4995918978575702, 0.10884838926613116]",0.024394245405334865,100.00206504565472,1865.6325051227698,19999.998446238555,9999.997351367201,0t4vqs613hzwx000c4eqn02kwm
0t4w37k0dhzsb000ebn4452j94,1.6389144000131637,0.1321346228524366,0.0008700449186720213,"[0.002091995895892672, 1.4999466940758883, 0.17475341760327945, 1.4994027968729249, 1.4996580373776185, 0.10799727990221943]",0.04936155446766521,100.00002712184207,4262.257412484161,10.011148227632159,10.002762734974812,0t4vqs613hzwx000c4eqn02kwm
0t4w3c7cvdrsq000hyvtz6csgm,1.64575289998902,0.14199920014732986,0.0007755501285048647,"[0.002073293851214353, 1.499722705037545, 0.18511688581614016, 1.4997244185803527, 1.4989020011394998, 0.10695833048306029]",0.03357595487421161,100.00088311473493,6592.375130833691,10.000558340793457,9999.998780071453,0t4vqs613hzwx000c4eqn02kwm
0t4w3sjjg1xnv000c7gft1rrr8,1.6327356999972835,0.19114582356132775,0.0007233430591448178,"[0.0022071537218119885, 1.4996751431167241, 0.20663063376027624, 1.4997652885964414, 1.4992090751597593, 0.101249114819764]",0.0207765465003874,9999.99854262237,8094.334338592079,10.00450334202538,10.000510073063936,0t4vqs613hzwx000c4eqn02kwm
